host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;mes;ano
within an hour;96%;f;7.0;-22.977;-4.319.041;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter""}";$158.00;$410.00;$145.00;3;$20.00;2;89;60;92.0;10.0;10.0;10.0;9.0;10.0;9.0;t;f;moderate;4;2018
within an hour;96%;f;7.0;-229.755;-4.318.865;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",Other}";$179.00;$388.00;$140.00;2;$20.00;2;90;37;93.0;9.0;10.0;10.0;9.0;10.0;9.0;t;f;moderate;4;2018
within a few hours;100%;f;3.0;-2.298.668;-4.322.171;Apartment;Entire home/apt;4;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,""Free street parking"",""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$487.00;$1,000.00;$300.00;3;$100.00;2;1125;30;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within an hour;96%;f;7.0;-2.297.549;-4.318.836;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Hot water"",""Long term stays allowed"",""No stairs or steps to enter"",""Well-lit path to entrance"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter"",Waterfront,Beachfront}";$250.00;$374.00;$150.00;3;$30.00;2;90;34;94.0;9.0;10.0;10.0;10.0;10.0;9.0;t;f;moderate;4;2018
;;f;1.0;-2.294.286;-4.319.356;House;Private room;1;;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,Pool,Kitchen,""Washer / Dryer"",Breakfast,Washer,Dryer}";$374.00;;;1;$208.00;1;30;0;;;;;;;;f;f;flexible;4;2018
within an hour;100%;f;1.0;-229.827;-432.004;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",""Paid parking off premises"",""Smoking allowed"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Stove,""Luggage dropoff allowed"",""Wide hallways"",""No stairs or steps to enter"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Accessible-height bed"",""No stairs or steps to enter"",""Bathtub with bath chair"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""No stairs or steps to enter"",""Wide entryway"",""Host greets you""}";$208.00;$416.00;$83.00;1;$0.00;3;30;160;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
;;f;1.0;-2.297.839;-4.319.108;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",Essentials,""Laptop friendly workspace"",""Hot water"",Refrigerator,""Dishes and silverware"",Oven,""Long term stays allowed"",Beachfront}";$624.00;$0.00;$104.00;3;$62.00;2;730;0;;;;;;;;f;f;moderate;4;2018
within a day;75%;f;2.0;-2.295.723;-4.320.438;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Breakfast,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Accessible-height toilet"",""No stairs or steps to enter"",""Wide entryway"",""Host greets you""}";$158.00;$400.00;$150.00;1;$0.00;2;20;4;100.0;9.0;10.0;10.0;10.0;9.0;10.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;100%;f;4.0;-2.297.049;-4.318.923;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Self check-in"",""Building staff"",""Host greets you""}";$129.00;;$20.00;1;$20.00;1;730;6;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;2.0;-2.301.159;-4.336.925;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Free street parking"",""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private living room"",""Baby bath"",""Changing table"",Crib,""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""Disabled parking spot"",""No stairs or steps to enter"",""Accessible-height bed"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Wide entryway"",Waterfront,Beachfront}";$295.00;$682.00;$274.00;4;$46.00;4;500;28;96.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;4;2018
within a few hours;95%;t;8.0;-2.294.245;-4.318.763;House;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Free street parking"",""Buzzer/wireless intercom"",Washer,Dryer,""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$108.00;$488.00;$50.00;1;$88.00;7;365;16;98.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;moderate;4;2018
within an hour;100%;f;2.0;-2.291.526;-4.318.148;Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Cleaning before checkout"",Other}";$108.00;$750.00;$85.00;2;$45.00;2;28;53;90.0;9.0;9.0;10.0;10.0;9.0;9.0;t;f;moderate;4;2018
within an hour;100%;t;1.0;-2.298.857;-4.322.716;Apartment;Entire home/apt;4;1.0;0.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}";$183.00;$0.00;$229.00;2;$69.00;2;1000;92;96.0;10.0;9.0;10.0;10.0;9.0;10.0;t;f;strict_14_with_grace_period;4;2018
within a few hours;100%;f;7.0;-2.300.283;-4.332.842;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Wide hallways"",""Wide entrance for guests"",""Well-lit path to entrance"",""Disabled parking spot"",""No stairs or steps to enter"",""Accessible-height bed"",""No stairs or steps to enter"",""Host greets you"",Waterfront,""Lake access""}";$137.00;;$119.00;2;$30.00;2;1125;59;88.0;9.0;8.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;4;2018
a few days or more;0%;f;3.0;-2.302.852;-4.347.318;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,Essentials,""Bed linens""}";$220.00;;$40.00;1;$0.00;2;740;1;80.0;10.0;6.0;10.0;10.0;10.0;10.0;t;f;flexible;4;2018
;;f;1.0;-2.290.487;-4.320.924;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Wheelchair accessible"",Kitchen,Elevator,Washer,""First aid kit""}";$291.00;;;1;$0.00;1;730;0;;;;;;;;f;f;moderate;4;2018
;;f;1.0;-2.296.695;-4.318.296;Condominium;Entire home/apt;6;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator}";$237.00;;$342.00;1;$0.00;3;89;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
;;f;1.0;-230.089;-4.343.049;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{TV,Internet,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Gym,Elevator,""Family/kid friendly"",""Suitable for events"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$358.00;$1,955.00;$211.00;1;$0.00;4;30;5;92.0;9.0;10.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;100%;f;1.0;-2.301.145;-4.331.575;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,""Smoking allowed"",""Pets live on this property"",Dog(s),Elevator,""Free street parking"",""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,Bathtub,""Window guards"",""Coffee maker"",Refrigerator,""BBQ grill"",""Patio or balcony""}";$291.00;$800.00;$120.00;1;$180.00;2;10;8;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;100%;t;3.0;-2.291.831;-431.785;House;Private room;1;1.0;1.0;1.0;Real Bed;"{Wifi,Pool,Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),""Free street parking"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",Waterfront}";$46.00;$0.00;$200.00;1;$0.00;30;365;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;4;2018
within an hour;90%;f;1.0;-2.298.322;-4.319.087;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}";$187.00;$416.00;$146.00;2;$0.00;3;60;126;92.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;4;2018
within a few hours;100%;f;1.0;-2.292.002;-4.318.005;Apartment;Entire home/apt;5;2.0;2.0;0.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}";$183.00;$1,601.00;$160.00;2;$69.00;3;360;53;97.0;10.0;10.0;10.0;9.0;10.0;9.0;f;f;moderate;4;2018
within an hour;100%;t;1.0;-2.298.645;-4.319.724;Apartment;Entire home/apt;8;3.0;4.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""High chair"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",Waterfront,Beachfront,""Handheld shower head""}";$1,248.00;$6,239.00;$624.00;1;$146.00;2;29;129;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
;;f;1.0;-2.299.866;-432.521;House;Entire home/apt;6;4.0;3.0;4.0;Real Bed;"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$12,478.00;;;1;$0.00;7;73560;0;;;;;;;;t;f;strict_14_with_grace_period;4;2018
within a day;86%;f;5.0;-2.298.789;-4.331.698;Cottage;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Wheelchair accessible"",""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Smoke detector"",Essentials,""Lock on bedroom door"",Hangers,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$179.00;$500.00;$30.00;1;$100.00;2;30;2;80.0;7.0;10.0;10.0;10.0;8.0;9.0;t;f;moderate;4;2018
within a few hours;100%;f;5.0;-2.291.581;-4.319.181;House;Private room;2;0.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Essentials,""Lock on bedroom door"",""Host greets you""}";$50.00;$0.00;$40.00;1;$20.00;2;10;6;90.0;8.0;8.0;9.0;9.0;7.0;7.0;f;f;moderate;4;2018
;;f;1.0;-2.290.904;-4.318.943;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,Kitchen,Doorman,Breakfast,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,Dryer}";$150.00;$600.00;;1;$80.00;2;730;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
;;f;2.0;-2.290.284;-4.322.247;Apartment;Private room;2;1.0;1.0;1.0;Pull-out Sofa;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Shampoo}";$624.00;;;1;$250.00;1;365;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;100%;f;1.0;-22.97;-4.318.823;Apartment;Entire home/apt;2;1.0;0.0;1.0;Pull-out Sofa;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Luggage dropoff allowed""}";$225.00;$412.00;$46.00;1;$0.00;2;31;80;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;2.0;-2.289.228;-4.335.648;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Dog(s),""Free street parking"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance""}";$121.00;$0.00;$0.00;2;$50.00;1;365;4;95.0;9.0;10.0;10.0;9.0;8.0;9.0;t;f;moderate;4;2018
;;f;1.0;-2.297.541;-4.318.877;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Bathtub with bath chair"",""Host greets you"",""Paid parking on premises""}";$212.00;$370.00;$100.00;1;$0.00;3;720;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
within a day;100%;f;4.0;-2.296.995;-4.318.879;Condominium;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}";$441.00;$6,000.00;$200.00;2;$0.00;2;270;10;94.0;10.0;10.0;9.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
;;f;1.0;-2.293.693;-4.319.098;Apartment;Private room;1;2.0;1.0;2.0;Real Bed;"{Internet,Wifi,Kitchen,Doorman,""Pets live on this property"",Cat(s),""Free street parking"",""Buzzer/wireless intercom"",Washer,Essentials,""Lock on bedroom door"",""24-hour check-in"",""Laptop friendly workspace"",""Private entrance"",Refrigerator,""Well-lit path to entrance"",""Host greets you""}";$96.00;$0.00;$125.00;1;$100.00;1;45;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;4;2018
