host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;mes;ano
within a few hours;97%;t;2.0;-2.301.129;-4.332.305;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Beachfront}";$195.00;;$80.00;3;$100.00;3;365;194;95.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;3.0;-2.296.911;-4.318.836;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Paid parking on premises""}";$100.00;$0.00;$0.00;2;$45.00;2;10;122;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
within a few hours;97%;f;13.0;-2.299.176;-4.323.313;Apartment;Entire home/apt;16;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",Essentials,""24-hour check-in"",""Hot water"",Other}";$416.00;$1,248.00;$166.00;4;$208.00;7;1095;26;89.0;8.0;8.0;10.0;10.0;9.0;8.0;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;t;2.0;-2.297.725;-4.319.039;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$175.00;$350.00;$110.00;2;$25.00;3;1125;79;97.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;strict_14_with_grace_period;4;2018
;;f;1.0;-2.296.036;-432.131;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$166.00;$416.00;;1;$0.00;2;30;13;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;4;2018
within an hour;100%;t;2.0;-2.291.838;-4.318.235;Guest suite;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),""Free street parking"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Laptop friendly workspace"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$220.00;;$157.00;1;$0.00;4;60;176;96.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;4;2018
within a day;100%;f;1.0;-2.292.904;-4.324.141;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}";$100.00;;;1;$0.00;3;365;13;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;4;2018
;;f;2.0;-2.298.831;-4.335.749;Apartment;Entire home/apt;4;2.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer}";$1,456.00;$12,478.00;$458.00;1;$0.00;2;30;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;4.0;-2.292.322;-4.317.434;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo}";$150.00;$325.00;$120.00;2;$50.00;14;730;16;87.0;8.0;9.0;9.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;100%;f;1.0;-2.295.349;-4.318.113;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}";$250.00;$1,000.00;$300.00;3;$80.00;1;1125;3;100.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;4;2018
within an hour;100%;t;2.0;-2.300.206;-4.338.971;Apartment;Entire home/apt;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Host greets you""}";$204.00;$2,080.00;$541.00;2;$0.00;14;186;26;99.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;moderate;4;2018
within an hour;100%;t;6.0;-2.298.105;-4.319.265;Condominium;Entire home/apt;10;3.0;4.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";$354.00;$832.00;$250.00;1;$42.00;7;365;43;92.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;4;2018
a few days or more;0%;f;1.0;-2.299.339;-4.323.687;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Buzzer/wireless intercom"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}";$171.00;$500.00;$150.00;2;$200.00;3;90;6;80.0;8.0;7.0;8.0;9.0;8.0;8.0;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;t;1.0;-2.296.413;-4.317.436;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Children’s books and toys"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Host greets you""}";$129.00;;$133.00;2;$27.00;2;29;185;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;4;2018
within a day;100%;t;3.0;-2.296.717;-4.318.776;Apartment;Private room;2;1.0;1.0;1.0;Pull-out Sofa;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Paid parking off premises"",Washer,""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";$220.00;$0.00;$42.00;3;$62.00;2;760;14;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
;;f;1.0;-2.298.435;-4.322.992;Apartment;Entire home/apt;6;3.5;4.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Hangers,""Hair dryer"",Iron}";$4,159.00;$1,248.00;$291.00;1;$0.00;2;7;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within a few hours;100%;t;3.0;-2.291.892;-431.808;House;Private room;1;1.0;1.0;1.0;Real Bed;"{Wifi,Pool,Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),""Free street parking"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",Waterfront}";$46.00;$0.00;$200.00;1;$0.00;30;365;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;4;2018
within an hour;100%;t;5.0;-2.297.635;-4.319.809;Apartment;Entire home/apt;8;2.0;2.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Babysitter recommendations"",Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""No stairs or steps to enter"",""No stairs or steps to enter"",Waterfront}";$312.00;$416.00;$125.00;2;$21.00;2;420;359;96.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
within a few hours;100%;f;1.0;-2.298.338;-4.322.332;Apartment;Entire home/apt;6;2.5;2.0;5.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Hot tub"",""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Window guards"",""Hot water"",""Long term stays allowed"",""Host greets you""}";$624.00;$1,084.00;$0.00;2;$137.00;3;630;43;98.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;100%;t;3.0;-2.291.676;-431.807;House;Private room;1;1.0;1.0;1.0;Real Bed;"{Wifi,Pool,Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),""Free street parking"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",Waterfront}";$46.00;$0.00;$200.00;1;$0.00;30;365;10;80.0;10.0;10.0;10.0;8.0;9.0;10.0;f;f;moderate;4;2018
within an hour;100%;t;2.0;-2.291.942;-4.318.514;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed"",""No stairs or steps to enter"",""Host greets you""}";$104.00;;$137.00;2;$69.00;3;10;27;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
a few days or more;43%;f;1.0;-2.298.421;-4.319.833;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";$416.00;$4,159.00;$208.00;4;$83.00;5;1095;86;88.0;9.0;9.0;9.0;9.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
;;f;1.0;-2.291.406;-4.318.951;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Host greets you""}";$125.00;$0.00;$0.00;2;$40.00;4;60;2;60.0;8.0;2.0;8.0;10.0;8.0;6.0;t;f;flexible;4;2018
within an hour;100%;f;2.0;-229.823;-4.320.026;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Extra space around bed"",""Accessible-height bed"",""No stairs or steps to enter"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""No stairs or steps to enter"",""Host greets you"",""Handheld shower head""}";$312.00;;$208.00;1;$0.00;3;1125;10;87.0;9.0;8.0;10.0;10.0;10.0;8.0;f;f;moderate;4;2018
;;f;1.0;-229.963;-4.326.018;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo}";$378.00;;;1;$0.00;2;7;14;90.0;9.0;9.0;9.0;10.0;9.0;10.0;f;f;strict_14_with_grace_period;4;2018
a few days or more;40%;f;2.0;-2.298.414;-4.320.337;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",""Free street parking"",Essentials,""Lock on bedroom door"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Stove,""Long term stays allowed"",""Host greets you""}";$150.00;$500.00;$100.00;2;$100.00;3;30;6;77.0;9.0;7.0;9.0;8.0;10.0;8.0;f;f;strict_14_with_grace_period;4;2018
within a day;90%;f;13.0;-2.298.142;-431.922;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";$179.00;$340.00;$150.00;1;$0.00;3;90;13;98.0;9.0;10.0;10.0;10.0;9.0;10.0;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;t;3.0;-2.298.187;-4.320.993;Serviced apartment;Entire home/apt;5;3.0;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$1,323.00;$2,496.00;$624.00;4;$416.00;7;90;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
;;f;1.0;-2.295.996;-4.342.123;House;Entire home/apt;16;5.0;6.0;8.0;Real Bed;"{TV,Internet,Wifi,Pool,Kitchen,""Free parking on premises"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Shampoo}";$641.00;;;4;$46.00;4;365;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within a few hours;95%;t;8.0;-2.294.175;-43.188;House;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",""Buzzer/wireless intercom"",Washer,Essentials,""Lock on bedroom door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";$67.00;$1,000.00;$100.00;1;$50.00;3;200;20;92.0;10.0;9.0;9.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a day;60%;f;4.0;-2.291.574;-4.318.425;Apartment;Entire home/apt;2;1.0;0.0;2.0;Real Bed;"{TV,Kitchen,Doorman,Elevator,""Family/kid friendly"",Essentials,Iron}";$183.00;$686.00;$91.00;2;$0.00;1;365;3;90.0;10.0;7.0;9.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a day;90%;f;13.0;-2.298.097;-4.319.194;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",""Free street parking"",""Buzzer/wireless intercom"",""Suitable for events"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Private entrance"",""Hot water"",""Host greets you"",""Paid parking on premises""}";$191.00;$650.00;$150.00;2;$75.00;5;90;20;96.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;strict_14_with_grace_period;4;2018
within an hour;67%;f;3.0;-2.297.316;-4.320.704;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Washer,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Window guards"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Host greets you""}";$279.00;$600.00;$200.00;3;$20.00;3;28;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;2.0;-2.293.663;-431.766;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""translation missing: en.hosting_amenity_50"",""Window guards"",""Bed linens""}";$270.00;$416.00;$208.00;2;$125.00;2;15;34;93.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;4.0;-2.298.401;-4.319.378;Apartment;Entire home/apt;12;2.0;1.0;10.0;Futon;"{TV,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""No stairs or steps to enter"",""Host greets you""}";$250.00;$1,000.00;$180.00;1;$50.00;3;10;4;70.0;7.0;9.0;8.0;7.0;8.0;8.0;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;2.0;-2.296.207;-4.317.469;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Hot water"",""Long term stays allowed""}";$204.00;$832.00;$374.00;2;$146.00;5;365;44;90.0;8.0;9.0;10.0;9.0;9.0;8.0;t;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;68.0;-2.296.215;-431.744;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Accessible-height toilet"",""Wide entryway"",Beachfront}";$237.00;$800.00;$140.00;2;$60.00;2;89;104;93.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;super_strict_30;4;2018
within an hour;100%;t;4.0;-229.966;-4.326.965;Bed and breakfast;Private room;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",""Free street parking"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$104.00;$0.00;$20.00;1;$40.00;1;180;17;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;4;2018
within an hour;97%;f;10.0;-2.296.557;-4.317.723;Apartment;Private room;4;0.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Host greets you"",Beachfront}";$191.00;;;4;$0.00;1;90;27;90.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within an hour;97%;f;10.0;-2.296.286;-4.317.575;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Long term stays allowed"",""Host greets you""}";$100.00;$0.00;$0.00;2;$20.00;1;90;112;93.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;4;2018
within an hour;97%;f;10.0;-2.296.737;-4.317.806;Apartment;Private room;3;;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Host greets you"",Beachfront}";$108.00;;;3;$0.00;1;90;17;98.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;4;2018
within an hour;97%;f;10.0;-2.296.577;-4.317.648;Apartment;Private room;3;;1.0;2.0;Real Bed;"{TV,""Air conditioning"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Beachfront}";$141.00;;;1;$0.00;2;365;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;4;2018
;;f;2.0;-2.296.657;-4.319.192;Apartment;Entire home/apt;5;2.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Breakfast,""Buzzer/wireless intercom"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$449.00;$0.00;$100.00;1;$0.00;3;1125;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
